"","ID","gpw_v4_population_density_rev11_2020_30_sec","wc2.1_30s_elev","sand_0.5cm","nitrogen_0.5cm","soc_5.15cm"
"203",203,1086.87951660156,77,32,1.79999995231628,12.6000003814697
"204",204,1127.7578125,97,31,1.60000002384186,14.3000001907349
"205",205,1093.4326171875,77,28,1.5,13.3000001907349
"206",206,1482.47705078125,83,31,1.70000004768372,13.6000003814697
"207",207,1482.84887695312,69,29,1.5,9.60000038146973
"208",208,1148.26831054688,93,34,1.39999997615814,10.3999996185303
"209",209,1242.0634765625,77,26,2.29999995231628,21.8999996185303
"210",210,1153.11340332031,59,28,1.39999997615814,11.6000003814697
"211",211,682.603637695312,70,29,1.60000002384186,8.39999961853027
"212",212,965.134399414062,84,28,1.70000004768372,11
"213",213,1111.85534667969,107,24,1.5,13.1000003814697
"214",214,1405.45300292969,81,27,1.60000002384186,9.80000019073486
"215",215,1120.23803710938,59,28,1.29999995231628,10.5
"216",216,1243.63525390625,86,29,1.39999997615814,11.1999998092651
"217",217,1076.38464355469,88,28,1.79999995231628,13.3999996185303
"218",218,1194.30578613281,77,28,1.79999995231628,11.6999998092651
"219",219,1506.31433105469,78,29,1.60000002384186,12.5
"220",220,1196.77514648438,89,32,1.29999995231628,11.1000003814697
"221",221,1204.90893554688,75,31,1.29999995231628,11.3999996185303
"222",222,2141.83715820312,85,30,1.60000002384186,13.1000003814697
"223",223,1800.44787597656,43,30,1.79999995231628,15.6000003814697
"224",224,1492.70495605469,81,29,1.70000004768372,13.3000001907349
"225",225,1047.45239257812,95,31,1.5,12.1000003814697
"226",226,1462.17163085938,82,30,1.89999997615814,13.6000003814697
"227",227,816.869750976562,71,29,1.60000002384186,8.69999980926514
"228",228,1101.62536621094,88,28,1.39999997615814,12.5
"229",229,1385.88842773438,73,29,1.29999995231628,8.19999980926514
"230",230,1360.38708496094,67,25,1.29999995231628,10.8999996185303
"231",231,1301.27734375,71,33,1.60000002384186,10.6999998092651
"232",232,1337.41320800781,77,28,1.60000002384186,9.80000019073486
"233",233,1062.15344238281,75,25,1.70000004768372,10.3000001907349
"234",234,1187.69079589844,90,30,1.70000004768372,14.8999996185303
"235",235,1744.12707519531,65,27,1.5,14
"236",236,1198.49841308594,66,29,1.39999997615814,7.80000019073486
"237",237,1111.85534667969,101,24,1.39999997615814,13.8000001907349
"238",238,1504.2265625,72,28,1.5,10.6999998092651
"239",239,1196.77514648438,88,32,1.29999995231628,10.5
"240",240,1111.85534667969,101,24,1.39999997615814,13.8000001907349
"241",241,1573.95727539062,77,33,1.5,12.8999996185303
"242",242,1088.50915527344,98,32,1.60000002384186,14.1999998092651
"243",243,1198.49841308594,70,28,1.39999997615814,8.10000038146973
"244",244,1245.60571289062,70,29,1.39999997615814,9.30000019073486
"245",245,1383.775390625,78,28,1.70000004768372,13.6000003814697
"246",246,847.348327636719,95,23,1.70000004768372,12.1000003814697
"247",247,1503.12768554688,50,31,1.70000004768372,12.6000003814697
"248",248,1449.52941894531,62,29,1.70000004768372,15.1000003814697
"249",249,1187.69079589844,90,31,1.70000004768372,14.5
"250",250,1492.705078125,77,28,1.60000002384186,13.8999996185303
"251",251,1545.08544921875,83,30,1.89999997615814,13.8999996185303
"252",252,1101.62536621094,88,28,1.39999997615814,12.5
"253",253,1141.27001953125,87,29,1.5,11.6000003814697
"254",254,1492.70495605469,81,29,1.60000002384186,12.5
"255",255,1233.89587402344,77,32,1.60000002384186,12
"256",256,1186.51965332031,97,31,1.29999995231628,14.5
"257",257,2189.67822265625,81,31,1.70000004768372,13.8999996185303
"258",258,1360.38708496094,66,25,1.29999995231628,11.1000003814697
"259",259,1239.43737792969,90,28,1.39999997615814,11.6999998092651
"260",260,1187.69079589844,86,29,1.60000002384186,13.1999998092651
"261",261,2234.67016601562,44,28,1.70000004768372,14.5
"262",262,1521.60620117188,86,34,1.10000002384186,12
"263",263,1038.9697265625,75,32,1.60000002384186,11.1999998092651
"264",264,1238.13781738281,93,35,1.60000002384186,12.3000001907349
"265",265,1462.17163085938,82,30,1.89999997615814,13.6000003814697
"266",266,1487.63500976562,78,29,1.60000002384186,13.8999996185303
"267",267,1111.85534667969,107,24,1.5,13.1000003814697
"268",268,1516.30310058594,52,30,1.5,11.1999998092651
"269",269,1301.677734375,85,28,1.5,12.6999998092651
"270",270,1186.96057128906,74,27,1.5,10.5
"271",271,1412.62927246094,78,27,1.29999995231628,7.69999980926514
"272",272,2141.83715820312,84,30,1.5,13.1000003814697
"273",273,1198.49841308594,66,29,1.39999997615814,7.80000019073486
"274",274,1920.11303710938,78,33,1.60000002384186,13.1999998092651
"275",275,1198.49841308594,66,29,1.39999997615814,7.5
"276",276,1187.69079589844,89,30,1.70000004768372,14.8999996185303
"277",277,1312.14221191406,74,25,1.5,11.3999996185303
"278",278,896.088256835938,68,27,1.5,9.30000019073486
"279",279,2040.10803222656,81,30,1.79999995231628,15
"280",280,682.603637695312,70,29,1.60000002384186,8.39999961853027
"281",281,1449.52941894531,62,29,1.70000004768372,15.1000003814697
"282",282,1222.92468261719,76,28,1.29999995231628,10.3999996185303
"283",283,1148.26831054688,93,34,1.39999997615814,10.3999996185303
"284",284,762.295532226562,71,30,1.5,9.69999980926514
"285",285,1124.4921875,90,32,1.70000004768372,12.6999998092651
"286",286,1090.39855957031,41,29,1.70000004768372,14.8999996185303
"287",287,1093.4326171875,77,28,1.5,13.3000001907349
"288",288,1186.51965332031,97,30,1.39999997615814,13.5
"289",289,1250.2470703125,76,32,1.39999997615814,10.1999998092651
"290",290,1399.01452636719,77,27,1.29999995231628,10.3999996185303
"291",291,1521.60620117188,85,34,1.20000004768372,12
"292",292,1254.90209960938,79,33,1.60000002384186,11.8000001907349
"293",293,889.141235351562,102,24,1.60000002384186,12.1000003814697
"294",294,1298.49304199219,74,32,1.39999997615814,11.3000001907349
"295",295,1187.69079589844,90,31,1.60000002384186,12.6999998092651
"296",296,1528.19494628906,55,30,1.5,14.1999998092651
"297",297,1196.77514648438,87,31,1.79999995231628,13.3999996185303
"298",298,1061.25573730469,58,29,1.29999995231628,10.5
"299",299,1243.63525390625,86,29,1.39999997615814,11.1999998092651
"300",300,1408.01025390625,61,27,1.39999997615814,11.3999996185303
"301",301,1093.4326171875,77,28,1.5,13.3000001907349
"302",302,1127.7578125,97,31,1.60000002384186,14.3000001907349
"303",303,1141.27001953125,86,29,1.60000002384186,11.8000001907349
"304",304,1276.6611328125,87,29,1.79999995231628,13.8000001907349
"305",305,1387.73303222656,90,31,1.29999995231628,14.1999998092651
"306",306,1216.53039550781,70,32,1.70000004768372,12
"307",307,1032.93811035156,95,35,1.39999997615814,9.80000019073486
"308",308,1271.53100585938,76,28,1.39999997615814,14.5
"309",309,1171.30822753906,75,26,1.5,9
"310",310,2189.67822265625,82,32,1.70000004768372,13.3999996185303
"311",311,1018.49554443359,75,28,1.29999995231628,10.6999998092651
"312",312,1521.60620117188,83,34,1.20000004768372,11.3999996185303
"313",313,1545.08544921875,83,30,1.89999997615814,13.8999996185303
"314",314,2189.67822265625,76,31,1.60000002384186,13.8000001907349
"315",315,1920.74145507812,81,29,1.60000002384186,11.8000001907349
"316",316,1093.4326171875,77,28,1.5,13.3000001907349
"317",317,1243.63525390625,86,29,1.39999997615814,11.1999998092651
"318",318,1042.68835449219,92,25,1.89999997615814,17.6000003814697
"319",319,1316.34704589844,78,32,1.70000004768372,11.1999998092651
"320",320,1972.66296386719,61,31,1.39999997615814,11.8999996185303
"321",321,1492.705078125,77,28,1.60000002384186,13.8999996185303
"322",322,1382.33020019531,41,31,1.60000002384186,15.8999996185303
"323",323,1179.88537597656,66,27,1.5,10.3999996185303
"324",324,1254.13977050781,72,33,1.39999997615814,10.3999996185303
"325",325,2189.67822265625,80,31,1.60000002384186,13.6000003814697
"326",326,1187.69079589844,90,29,1.70000004768372,13.8999996185303
"327",327,1383.775390625,77,32,1.60000002384186,10.6000003814697
"328",328,1187.69079589844,90,30,1.70000004768372,14.8999996185303
"329",329,1490.79638671875,80,29,1.70000004768372,13.8999996185303
"330",330,959.61328125,65,30,1.5,8.80000019073486
"331",331,1370.3505859375,75,31,1.79999995231628,15.8000001907349
"332",332,2040.10803222656,80,31,1.70000004768372,13.6000003814697
"333",333,1462.17163085938,82,30,1.79999995231628,13.6000003814697
"334",334,388.293487548828,134,23,1.70000004768372,11.6999998092651
"335",335,1213.23693847656,97,32,1.5,11.5
"336",336,1278.88464355469,84,30,1.5,12.3999996185303
"337",337,1377.97497558594,89,33,1.20000004768372,13.5
"338",338,1864.36181640625,65,33,1.39999997615814,11.8000001907349
"339",339,1306.34582519531,77,30,1.29999995231628,7.40000009536743
"340",340,1504.2265625,72,28,1.5,10.6999998092651
"341",341,1535.36730957031,82,36,1.20000004768372,11.1999998092651
"342",342,1545.08544921875,83,30,1.89999997615814,13.8999996185303
"343",343,1047.45239257812,91,32,1.39999997615814,10.8999996185303
"344",344,949.9404296875,44,29,1.89999997615814,17.5
"345",345,1657.27868652344,52,32,1.89999997615814,14.1999998092651
"346",346,1365.052734375,78,29,1.70000004768372,11.3000001907349
"347",347,1186.51965332031,98,30,1.39999997615814,13.6999998092651
"348",348,1800.44787597656,41,30,1.70000004768372,13.3999996185303
"349",349,1111.85534667969,104,28,1.60000002384186,15.1000003814697
"350",350,1245.60571289062,71,29,1.39999997615814,8.10000038146973
"351",351,1297.49084472656,77,32,1.79999995231628,15.6000003814697
"352",352,1521.60620117188,84,35,1.10000002384186,11.8000001907349
"353",353,1170.13452148438,80,33,1.60000002384186,16.7999992370605
"354",354,1382.21032714844,75,28,1.39999997615814,7.69999980926514
"355",355,1278.88464355469,84,30,1.5,12.3999996185303
"356",356,1101.62536621094,88,28,1.39999997615814,12.5
"357",357,1278.88464355469,84,30,1.5,12.3999996185303
"358",358,1278.88464355469,85,31,1.5,11.8000001907349
"359",359,1475.08630371094,74,27,1.29999995231628,8.80000019073486
"360",360,1127.7578125,97,31,1.60000002384186,14.3000001907349
"361",361,1453.90734863281,83,32,1.29999995231628,11.8000001907349
"362",362,1920.74145507812,81,29,1.5,11.8000001907349
"363",363,1127.7578125,97,31,1.60000002384186,14.3000001907349
"364",364,1373.27587890625,88,31,1.39999997615814,12.6000003814697
"365",365,1373.27587890625,88,31,1.39999997615814,12.6000003814697
"366",366,1117.97863769531,70,29,1.70000004768372,11.1999998092651
"367",367,1205.7001953125,65,31,1.20000004768372,14
"368",368,1042.68835449219,92,25,1.89999997615814,17.6000003814697
"369",369,1228.84899902344,80,31,1.5,12.1999998092651
"370",370,1204.90893554688,75,31,1.29999995231628,11.3999996185303
"371",371,1039.65478515625,90,32,1.20000004768372,11
"372",372,1353.65637207031,85,26,1.89999997615814,17.7000007629395
"373",373,1399.01452636719,77,27,1.29999995231628,10.3999996185303
"374",374,1506.31433105469,78,29,1.60000002384186,12.5
"375",375,1893.53332519531,48,30,1.89999997615814,13.1000003814697
"376",376,1492.70495605469,81,29,1.60000002384186,12.5
"377",377,1306.43054199219,65,32,1.10000002384186,9.19999980926514
"378",378,1187.69079589844,90,31,1.70000004768372,14.5
"379",379,1352.1650390625,73,29,1.39999997615814,10.3999996185303
"380",380,1666.87634277344,41,30,1.60000002384186,14.1999998092651
"381",381,1278.88464355469,85,31,1.5,11.8000001907349
"382",382,1093.4326171875,77,28,1.5,13.3000001907349
"383",383,1383.775390625,78,28,1.70000004768372,11.8000001907349
"384",384,1278.88464355469,85,32,1.5,12.5
"385",385,981.440368652344,93,33,1.29999995231628,10.6000003814697
"386",386,981.440368652344,93,33,1.29999995231628,10.6000003814697
"387",387,1076.38464355469,88,29,1.70000004768372,14
"388",388,1042.68835449219,92,25,1.89999997615814,17.6000003814697
"389",389,1680.33166503906,73,30,1.5,13.3999996185303
"390",390,1010.73291015625,94,36,1.5,9.69999980926514
"391",391,1492.70495605469,81,29,1.60000002384186,12.5
"392",392,1521.60620117188,84,35,1.20000004768372,12.1000003814697
"393",393,3086.19750976562,103,27,1.60000002384186,9.10000038146973
"394",394,1316.34704589844,78,32,1.70000004768372,11.1999998092651
"395",395,1039.65478515625,88,32,1.29999995231628,11.3000001907349
"396",396,1482.47705078125,83,30,1.70000004768372,13.8000001907349
"397",397,1239.23315429688,66,29,1.29999995231628,9.19999980926514
"398",398,1127.7578125,98,30,1.39999997615814,13.8000001907349
"399",399,814.060607910156,73,36,1.29999995231628,10.3000001907349
"400",400,1245.60571289062,69,29,1.5,9.39999961853027
"401",401,1047.45239257812,92,33,1.5,11.8999996185303
"402",402,1887.21752929688,85,30,1.89999997615814,14.1999998092651
"403",403,1204.90893554688,75,31,1.29999995231628,11.3999996185303
"404",404,1482.47705078125,83,30,1.70000004768372,13.6999998092651
"405",405,2189.67822265625,81,30,1.70000004768372,13.3000001907349
"406",406,1382.33020019531,39,32,1.60000002384186,14.1999998092651
"407",407,1254.13977050781,72,33,1.39999997615814,10.3999996185303
"408",408,1301.27734375,70,33,1.5,10
"409",409,1076.38464355469,88,29,1.70000004768372,14
"410",410,1501.51672363281,60,28,1.20000004768372,9.5
"411",411,1377.97497558594,90,34,1.20000004768372,11.6999998092651
"412",412,1194.30578613281,77,30,1.60000002384186,10.8000001907349
"413",413,1373.27587890625,88,31,1.39999997615814,12.6000003814697
"414",414,1129.63146972656,88,31,1.39999997615814,10.8999996185303
"415",415,1382.33020019531,40,32,1.60000002384186,14.6999998092651
"416",416,1298.49304199219,76,32,1.39999997615814,11.6999998092651
"417",417,1278.88464355469,84,30,1.5,12.3999996185303
"418",418,1780.82141113281,73,25,1.39999997615814,9.69999980926514
"419",419,1252.42346191406,72,28,1.5,9.80000019073486
"420",420,1191.39465332031,64,31,1.20000004768372,9.10000038146973
"421",421,1239.50183105469,80,32,1.60000002384186,12.6000003814697
"422",422,1498.82971191406,62,27,1.60000002384186,11.1000003814697
"423",423,1146.36108398438,74,33,1.5,11.1999998092651
"424",424,1278.88464355469,84,31,1.39999997615814,11.3000001907349
"425",425,1349.66491699219,88,28,1.70000004768372,11.6000003814697
"426",426,1111.85534667969,106,24,1.5,13.1999998092651
"427",427,1039.65478515625,90,32,1.20000004768372,11
"428",428,1216.53039550781,70,32,1.70000004768372,12
"429",429,1187.69079589844,90,31,1.70000004768372,14.5
"430",430,1431.23779296875,78,29,1.70000004768372,13
"431",431,1524.13208007812,58,31,1.39999997615814,13.3000001907349
"432",432,1387.73303222656,93,31,1.20000004768372,15
"433",433,1482.47705078125,83,31,1.70000004768372,13.6000003814697
"434",434,1380.51733398438,72,34,1.29999995231628,10.6999998092651
"435",435,1198.49841308594,70,28,1.39999997615814,8.10000038146973
"436",436,1527.2998046875,53,31,1.60000002384186,14.3000001907349
"437",437,1301.677734375,85,28,1.5,12.6999998092651
"438",438,1038.9697265625,75,32,1.70000004768372,11.3000001907349
"439",439,1011.11810302734,71,26,1.60000002384186,7.69999980926514
"440",440,2121.08642578125,47,31,1.60000002384186,12.6999998092651
"441",441,1506.43896484375,83,31,1.39999997615814,12.3000001907349
"442",442,1187.69079589844,87,29,1.70000004768372,13.8000001907349
"443",443,1368.45922851562,67,30,1.29999995231628,9.30000019073486
"444",444,1504.2265625,72,28,1.70000004768372,11.1999998092651
"445",445,1185.1796875,69,32,1.10000002384186,9.30000019073486
